transaction_id,vendor,department,payment_terms,invoice_date,due_date,payment_date,invoice_amount,paid_amount,anomaly_type,is_anomaly,payment_delay_days,processing_time_days,payment_ratio,amount_zscore_vendor,amount_zscore_overall,vendor_monthly_count,log_amount,predicted_anomaly,anomaly_score
TXN-0444,KSA Office Depot,IT,Net 15,2023-07-22,2023-08-06,2023-08-12,9216.07,9216.07,Normal,0,6,21,1.0,-0.2966595325927417,-0.1715633539695527,4,9.128812478626864,0,0.35945127088292417
TXN-0136,Noor Packaging,IT,Net 15,2023-07-23,2023-08-07,2023-08-08,34198.86,34198.86,Normal,0,1,16,1.0,0.5936018378852923,0.3487465488382405,3,10.439976829475066,0,0.4221006986379278
TXN-0249,Madinah Goods,Finance,Net 30,2023-07-23,2023-08-22,2023-08-25,40634.12,40634.12,Normal,0,3,33,1.0,2.298324294416346,0.4827719921591378,2,10.612387996302177,0,0.4916560261269292
TXN-0407,Aramco Services,Finance,Net 90,2023-07-24,2023-10-22,2023-10-21,4212.89,4212.89,Normal,0,-1,89,1.0,-1.020282095382419,-0.2757632491585966,5,8.346141490558791,0,0.42827476872394227
TXN-0269,Eastern Retail Ltd,Finance,Net 15,2023-07-24,2023-08-08,2023-08-16,6960.21,6960.21,Normal,0,8,23,1.0,-0.2061229784122576,-0.2185455484061224,6,8.848108588792918,0,0.37251807380537966
TXN-0086,Noor Packaging,Finance,Immediate,2023-07-24,2023-07-24,2023-07-29,6624.93,6624.93,Normal,0,5,5,1.0,-0.38094652741267,-0.2255283355253111,3,8.798746018360934,0,0.3819326691771036
TXN-0419,Eastern Retail Ltd,Finance,Net 30,2023-07-25,2023-08-24,2023-08-20,25423.72,25423.72,Normal,0,-4,26,1.0,-0.0562332609260671,0.1659890489543293,6,10.143477208073426,0,0.4059364137798585
TXN-0301,Gulf Trading Co.,Logistics,Immediate,2023-07-25,2023-07-25,2023-07-22,5099.02,5099.02,Normal,0,-3,-3,1.0,-0.2585658461760198,-0.2573080560366487,8,8.536999740273355,0,0.44714393356449383
TXN-0527,Eastern Retail Ltd,Procurement,Net 90,2023-07-27,2023-10-25,2024-01-29,2691.8,2691.8,Late Payment,1,96,186,1.0,-0.2407746112282948,-0.3074425848157393,6,7.898336823436542,1,0.6486756355225884
TXN-0152,SABIC Materials,Finance,Net 60,2023-07-27,2023-09-25,2023-09-27,13058.03,13058.03,Normal,0,2,62,1.0,-0.0348252809958294,-0.0915478779482024,4,9.477235127484022,0,0.3696950040849429
TXN-0468,Jeddah Wholesale,Finance,Net 60,2023-07-27,2023-09-25,2023-09-29,18142.38,18142.38,Normal,0,4,64,1.0,0.1301456879834572,0.0143425231775646,7,9.806061034867795,0,0.39500551935233297
TXN-0116,Gulf Trading Co.,Procurement,Net 15,2023-07-28,2023-08-12,2023-08-17,12597.3,12597.3,Normal,0,5,20,1.0,-0.1551853504892641,-0.101143378751781,8,9.441317163202042,0,0.4071337677486746
TXN-0079,SABIC Materials,Finance,Immediate,2023-07-28,2023-07-28,2023-07-27,10651.0,10651.0,Normal,0,-1,-1,1.0,-0.2034161674184184,-0.1416784496479782,4,9.273502946933824,0,0.3831937987729305
TXN-0185,SABIC Materials,Logistics,Net 90,2023-07-29,2023-10-27,2023-11-01,8276.95,8276.95,Normal,0,5,95,1.0,-0.3696971003156182,-0.1911221556856482,4,9.02135063218413,0,0.3897346203396128
TXN-0483,Jeddah Wholesale,Procurement,Net 90,2023-07-29,2023-10-27,2023-10-27,2737.62,2737.62,Normal,0,0,90,1.0,-0.7267759182351256,-0.30648830389889,7,7.915209422873,0,0.44421880718395956
TXN-0523,Al-Rajhi Supplies,IT,Immediate,2023-07-30,2023-07-30,2023-07-25,5824.92,611.72,Partial Payment,1,-5,-5,0.1050177513167562,-0.3454966306753089,-0.2421899303810202,2,8.670072205876869,1,0.5900857545780598
TXN-0436,Riyadh Logistics,Logistics,Net 60,2023-07-30,2023-09-28,2023-10-08,10501.53,10501.53,Normal,0,10,70,1.0,-0.2738729469634745,-0.1447914214646841,6,9.259371459502203,0,0.3943666262058531
TXN-0080,Gulf Trading Co.,Operations,Net 60,2023-07-31,2023-09-29,2023-09-24,2018.17,2018.17,Normal,0,-5,55,1.0,-0.3010422274443296,-0.3214720971251496,8,7.610441814867267,0,0.4717780676007867
TXN-0503,Jeddah Wholesale,Procurement,Immediate,2023-07-31,2023-07-31,2023-08-08,3232.94,863.8,Partial Payment,1,8,8,0.2671871423533997,-0.6992227197437378,-0.2961724063926965,7,8.08145648708925,1,0.5739864229574216
TXN-0288,Jeddah Wholesale,IT,Net 15,2023-08-01,2023-08-16,2023-08-19,15845.71,15845.71,Normal,0,3,18,1.0,0.0023886735701178,-0.0334896102423445,4,9.67071718678167,0,0.36564189005604775
TXN-0104,KSA Office Depot,Procurement,Net 15,2023-08-01,2023-08-16,2023-08-17,5209.18,5209.18,Normal,0,1,16,1.0,-0.6352308152867868,-0.2550137831034292,3,8.55836968309495,0,0.3826908336805904
TXN-0431,Aramco Services,Finance,Net 30,2023-08-02,2023-09-01,2023-09-05,3840.64,3840.64,Normal,0,4,34,1.0,-1.0661629351300388,-0.2835160006055007,5,8.253654637740977,0,0.41062824281595056
TXN-0349,Madinah Goods,IT,Immediate,2023-08-05,2023-08-05,2023-08-03,5570.53,5570.53,Normal,0,-2,-2,1.0,-0.632581680333454,-0.2474880430487917,5,8.625424981018964,0,0.40146582666675673
TXN-0369,SABIC Materials,Logistics,Net 30,2023-08-09,2023-09-08,2023-09-08,10701.52,10701.52,Normal,0,0,30,1.0,-0.1998776940375011,-0.1406262830849222,7,9.278234506739617,0,0.3743605275181731
TXN-0216,Noor Packaging,Finance,Net 90,2023-08-09,2023-11-07,2023-11-06,18163.61,18163.61,Normal,0,-1,89,1.0,0.0268662773524212,0.0147846747241537,3,9.807230474565202,0,0.40737273249766204
TXN-0180,SABIC Materials,IT,Net 30,2023-08-10,2023-09-09,2023-09-14,87215.32,87215.32,Normal,0,5,35,1.0,5.159228493073039,1.452906218347261,7,11.376146748348882,1,0.5895580483178562
TXN-0088,Al-Rajhi Supplies,Procurement,Immediate,2023-08-11,2023-08-11,2023-08-17,12874.46,12874.46,Normal,0,6,6,1.0,-0.1812656623266301,-0.0953710413682378,2,9.46307845304904,0,0.39659804167644624
TXN-0184,Noor Packaging,Operations,Immediate,2023-08-12,2023-08-12,2023-08-22,14559.19,14559.19,Normal,0,10,10,1.0,-0.1005251252821427,-0.0602836190844427,3,9.586046371116083,0,0.39402271533009664
TXN-0296,SABIC Materials,Logistics,Net 30,2023-08-12,2023-09-11,2023-09-06,5685.49,5685.49,Normal,0,-5,25,1.0,-0.5512056558918604,-0.245093801796042,7,8.645848465072,0,0.4040325854384489
TXN-0121,Jeddah Wholesale,Operations,Net 90,2023-08-12,2023-11-10,2023-11-20,18635.54,18635.54,Normal,0,10,100,1.0,0.1575787320115859,0.0246134349399695,4,9.832879448692031,0,0.42978744978096495
TXN-0318,Al-Rajhi Supplies,Operations,Net 15,2023-08-13,2023-08-28,2023-08-28,7721.68,7721.68,Normal,0,0,15,1.0,-0.3013083954819431,-0.2026866158493082,2,8.95191673303518,0,0.38969615338674957
TXN-0336,Gulf Trading Co.,Finance,Immediate,2023-08-14,2023-08-14,2023-08-23,8798.65,8798.65,Normal,0,9,9,1.0,-0.207558203989066,-0.180256848956703,3,9.082467226948069,0,0.3802487147511043
TXN-0405,SABIC Materials,Procurement,Net 60,2023-08-14,2023-10-13,2023-10-21,6904.63,6904.63,Normal,0,8,68,1.0,-0.4658158214181584,-0.2197030982393498,7,8.840092299914602,0,0.3961229534939304
TXN-0378,Jeddah Wholesale,Finance,Net 90,2023-08-16,2023-11-14,2023-11-11,11460.64,11460.64,Normal,0,-3,87,1.0,-0.241539906153352,-0.1248162933512115,4,9.346761086487222,0,0.39299300476173826
TXN-0214,Eastern Retail Ltd,Procurement,Net 30,2023-08-16,2023-09-15,2023-09-15,16665.78,16665.78,Normal,0,0,30,1.0,-0.1273316139673365,-0.0164102311179318,2,9.721172795719053,0,0.3887038118970736
TXN-0372,Riyadh Logistics,Logistics,Net 90,2023-08-17,2023-11-15,2023-11-11,14741.16,14741.16,Normal,0,-4,86,1.0,0.1073423338313231,-0.056493778437584,4,9.598466695034524,0,0.4044322999852953
TXN-0371,Aramco Services,Finance,Net 90,2023-08-17,2023-11-15,2023-11-23,10093.11,10093.11,Normal,0,8,98,1.0,-0.2955287535402497,-0.1532974758527152,5,9.21970736440374,0,0.3937610837658516
TXN-0005,Madinah Goods,Logistics,Net 60,2023-08-18,2023-10-17,2023-10-20,8206.46,8206.46,Normal,0,3,63,1.0,-0.4122487655913457,-0.1925902321114166,5,9.012798775772644,0,0.3689600642236979
TXN-0172,Riyadh Logistics,Procurement,Net 15,2023-08-19,2023-09-03,2023-09-13,5153.09,5153.09,Normal,0,10,25,1.0,-0.754789219471719,-0.2561819545706068,4,8.547545853225158,0,0.39193688807603044
TXN-0421,SABIC Materials,Logistics,Immediate,2023-08-19,2023-08-19,2023-08-22,51461.97,51461.97,Normal,0,3,3,1.0,2.6550266471978023,0.7082807356228328,7,10.848617798900191,0,0.508347221039332
TXN-0392,Riyadh Logistics,Finance,Net 30,2023-08-19,2023-09-18,2023-09-27,14669.64,14669.64,Normal,0,9,39,1.0,0.1009114620612762,-0.0579833063985849,4,9.593603496633955,0,0.37401802133140627
TXN-0316,Madinah Goods,Operations,Net 30,2023-08-19,2023-09-18,2023-09-16,10064.84,10064.84,Normal,0,-2,28,1.0,-0.256909935615421,-0.1538862476012819,5,9.216902792117589,0,0.36302603222771845
TXN-0268,Madinah Goods,Operations,Net 15,2023-08-20,2023-09-04,2023-09-06,3152.3,3152.3,Normal,0,2,17,1.0,-0.8347174215772687,-0.2978518741608049,5,8.056204802497419,0,0.3989282497794705
TXN-0013,SABIC Materials,Logistics,Net 90,2023-08-21,2023-11-19,2023-11-25,12010.9,12010.9,Normal,0,6,96,1.0,-0.1081673560425408,-0.1133561751210612,7,9.393653104060244,0,0.4103677031199206
TXN-0426,Aramco Services,Logistics,Immediate,2023-08-22,2023-08-22,2023-08-21,29581.52,29581.52,Normal,0,-1,-1,1.0,2.1064715584702447,0.2525824404007707,5,10.294938925333868,0,0.46428001500723287
TXN-0208,Jeddah Wholesale,Procurement,Immediate,2023-08-22,2023-08-22,2023-08-17,14928.52,14928.52,Normal,0,-5,-5,1.0,-0.0486319153911915,-0.0525916816985862,4,9.611095739982924,0,0.4039761647698441
TXN-0063,Eastern Retail Ltd,Operations,Net 90,2023-08-23,2023-11-21,2023-11-26,4084.41,4084.41,Normal,0,5,95,1.0,-0.2294691812494639,-0.2784390678446899,2,8.315177369454716,0,0.4269818633947767
TXN-0351,Gulf Trading Co.,Logistics,Immediate,2023-08-23,2023-08-23,2023-08-20,12691.99,12691.99,Normal,0,-3,-3,1.0,-0.1538798378734937,-0.0991712953817142,3,9.448805151552053,0,0.3957829527672237
TXN-0220,Gulf Trading Co.,Logistics,Net 90,2023-08-24,2023-11-22,2023-11-25,10567.09,10567.09,Normal,0,3,93,1.0,-0.1831763185710387,-0.1434260208337666,3,9.265594362441448,0,0.39135622604034015
TXN-0311,Madinah Goods,Procurement,Net 90,2023-08-25,2023-11-23,2023-12-02,8315.32,8315.32,Normal,0,9,99,1.0,-0.4031493429591719,-0.1903230339314032,5,9.025975128276048,0,0.40751147869091126
TXN-0307,SABIC Materials,Operations,Net 15,2023-08-26,2023-09-10,2023-09-19,27505.24,27505.24,Normal,0,9,24,1.0,0.977072343974898,0.2093403107186269,7,10.2221681670056,0,0.4167731462273566
TXN-0512,Aramco Services,IT,Net 15,2023-08-27,2023-09-11,2023-12-31,9507.25,9507.25,Late Payment,1,111,126,1.0,-0.3677376152582899,-0.1654990257860482,5,9.159915121781868,1,0.6203779163786184
TXN-0143,KSA Office Depot,IT,Net 15,2023-08-27,2023-09-11,2023-09-19,2735.35,2735.35,Normal,0,8,23,1.0,-0.8442627069202007,-0.3065355805833344,3,7.914380194537475,0,0.42103930246281107
TXN-0046,Aramco Services,Logistics,Net 15,2023-08-28,2023-09-12,2023-09-08,5564.29,5564.29,Normal,0,-4,11,1.0,-0.8537183161079178,-0.247618001864181,5,8.624304373762495,0,0.4042003190296205
TXN-0183,KSA Office Depot,Procurement,Net 60,2023-08-29,2023-10-28,2023-11-06,4201.87,4201.87,Normal,0,9,69,1.0,-0.7203457644794372,-0.2759927597588515,3,8.343522904238876,0,0.407203110150757
TXN-0309,Riyadh Logistics,Logistics,Net 30,2023-08-29,2023-09-28,2023-10-07,15331.7,15331.7,Normal,0,9,39,1.0,0.1604419844896495,-0.044194759392709,4,9.637743081602247,0,0.3742329118109315
TXN-0153,Noor Packaging,IT,Net 90,2023-08-31,2023-11-29,2023-12-05,5744.4,5744.4,Normal,0,6,96,1.0,-0.4120671936396393,-0.2438668989411404,3,8.656154813620628,0,0.3954834113824936
TXN-0259,Madinah Goods,Procurement,Net 30,2023-09-01,2023-10-01,2023-10-10,14115.88,14115.88,Normal,0,9,39,1.0,0.0817096221637574,-0.0695163181950594,3,9.555126523458467,0,0.3786284978741502
TXN-0464,SABIC Materials,Operations,Net 60,2023-09-02,2023-11-01,2023-11-06,11745.01,11745.01,Normal,0,5,65,1.0,-0.1267905683792803,-0.1188937952210406,5,9.371268887435754,0,0.36630940496177483
TXN-0162,KSA Office Depot,Finance,Net 15,2023-09-03,2023-09-18,2023-09-27,18576.78,18576.78,Normal,0,9,24,1.0,0.4942949462242397,0.0233896560950532,2,9.829721521913736,0,0.4133778303973148
TXN-0262,Jeddah Wholesale,Procurement,Net 30,2023-09-03,2023-10-03,2023-10-10,9436.87,9436.87,Normal,0,7,37,1.0,-0.3541162941669907,-0.1669648112711607,4,9.152485598086786,0,0.36195406939369185
TXN-0052,Riyadh Logistics,Logistics,Net 15,2023-09-04,2023-09-19,2023-09-20,7273.07,7273.07,Normal,0,1,16,1.0,-0.5641667427510251,-0.2120296966460729,3,8.892071248816551,0,0.3790840265078229
TXN-0202,Riyadh Logistics,Logistics,Immediate,2023-09-05,2023-09-05,2023-09-11,15500.5,15500.5,Normal,0,6,6,1.0,0.1756199928059794,-0.0406792068225615,3,9.648692072418566,0,0.38079013459853267
TXN-0147,Jeddah Wholesale,Finance,Net 60,2023-09-07,2023-11-06,2023-11-07,3679.16,3679.16,Normal,0,1,61,1.0,-0.6744008102088372,-0.2868791014883646,4,8.210711508478694,0,0.3842837646894207
TXN-0290,SABIC Materials,Finance,Immediate,2023-09-07,2023-09-07,2023-09-11,6013.97,6013.97,Normal,0,4,4,1.0,-0.5281985748118191,-0.2382526364628544,5,8.70200664086517,0,0.379892525464133
TXN-0164,SABIC Materials,Procurement,Net 15,2023-09-09,2023-09-24,2023-09-21,5133.04,5133.04,Normal,0,-3,12,1.0,-0.5898998288785532,-0.2565995305719779,5,8.543648152596683,0,0.38523651090907285
TXN-0179,Noor Packaging,IT,Immediate,2023-09-10,2023-09-10,2023-09-19,8008.63,8008.63,Normal,0,9,9,1.0,-0.3320422699106458,-0.1967103847473898,3,8.988399846735835,0,0.3824767515925425
TXN-0206,Eastern Retail Ltd,Logistics,Net 60,2023-09-11,2023-11-10,2023-11-06,4673.86,4673.86,Normal,0,-4,56,1.0,-0.2246839321840243,-0.2661627499390415,4,8.449954494750317,0,0.3870581496919052
TXN-0196,Jeddah Wholesale,Procurement,Net 60,2023-09-13,2023-11-12,2023-11-16,13470.45,13470.45,Normal,0,4,64,1.0,-0.1297400719855902,-0.0829585166272294,4,9.508327910233051,0,0.37083126685358364
TXN-0413,Jeddah Wholesale,IT,Net 15,2023-09-13,2023-09-28,2023-10-02,2900.7,2900.7,Normal,0,4,19,1.0,-0.7177042562590786,-0.3030918802428493,4,7.973052051118972,0,0.39807356311254205
TXN-0343,Eastern Retail Ltd,Procurement,Net 15,2023-09-15,2023-09-30,2023-10-06,12039.8,12039.8,Normal,0,6,21,1.0,-0.1648860570443445,-0.1127542825305561,4,9.396056161838152,0,0.3603369344310655
TXN-0071,Aramco Services,Operations,Net 90,2023-09-16,2023-12-15,2023-12-25,13215.11,13215.11,Normal,0,10,100,1.0,0.0892663618178919,-0.0882764146915746,2,9.489191818970673,0,0.44377909340764826
TXN-0065,SABIC Materials,IT,Net 60,2023-09-17,2023-11-16,2023-11-19,18958.75,18958.75,Normal,0,3,63,1.0,0.3784672892386497,0.0313448433890061,5,9.850073590068073,0,0.3841998474520906
TXN-0424,Riyadh Logistics,Operations,Immediate,2023-09-18,2023-09-18,2023-09-25,21531.17,21531.17,Normal,0,7,7,1.0,0.7178804158690208,0.0849199484985964,3,9.977303374875392,0,0.40352159245944114
TXN-0199,Eastern Retail Ltd,Operations,Immediate,2023-09-18,2023-09-18,2023-09-17,10368.91,10368.91,Normal,0,-1,-1,1.0,-0.1784506084243638,-0.1475534628263723,4,9.246663622304522,0,0.3832815113784025
TXN-0089,Aramco Services,Logistics,Immediate,2023-09-19,2023-09-19,2023-09-17,6478.16,6478.16,Normal,0,-2,-2,1.0,-0.7410813167253603,-0.2285850751622812,2,8.776346151314044,0,0.4339096161680432
TXN-0477,KSA Office Depot,Logistics,Net 30,2023-09-19,2023-10-19,2023-10-28,15697.32,15697.32,Normal,0,9,39,1.0,0.2509884252900002,-0.0365800891871561,2,9.661308979241385,0,0.40478804562579157
TXN-0478,Al-Rajhi Supplies,Logistics,Net 60,2023-09-20,2023-11-19,2023-11-27,12695.47,12695.47,Normal,0,8,68,1.0,-0.1854355373858155,-0.0990988183500548,2,9.44907928105475,0,0.40038173027686447
TXN-0374,SABIC Materials,Logistics,Net 90,2023-09-20,2023-12-19,2023-12-19,21320.34,21320.34,Normal,0,0,90,1.0,0.5438755107675554,0.0805290483305621,5,9.967463728087054,0,0.42085538197623606
TXN-0042,Al-Rajhi Supplies,Finance,Net 30,2023-09-21,2023-10-21,2023-10-23,11351.38,11351.38,Normal,0,2,32,1.0,-0.2167483893233569,-0.1270918222245191,2,9.337182692557288,0,0.3825114363267916
TXN-0038,Eastern Retail Ltd,Finance,Net 15,2023-09-22,2023-10-07,2023-10-16,2063.72,2063.72,Normal,0,9,24,1.0,-0.2458734647918223,-0.3205234394262739,4,7.632749902981202,0,0.41280506965345404
TXN-0458,Noor Packaging,Logistics,Immediate,2023-09-26,2023-09-26,2023-10-06,4323.44,4323.44,Normal,0,10,10,1.0,-0.4622883353178039,-0.2734608537994153,3,8.372037931213965,0,0.39764353221224247
TXN-0356,Madinah Goods,Finance,Net 30,2023-09-27,2023-10-27,2023-10-22,4438.08,4438.08,Normal,0,-5,25,1.0,-0.7272412537286884,-0.2710732771013009,3,8.398202426748684,0,0.404082356102736
TXN-0337,Noor Packaging,Logistics,Immediate,2023-09-28,2023-09-28,2023-10-06,5113.31,5113.31,Normal,0,8,8,1.0,-0.4343718751941326,-0.2570104420187138,3,8.539797771925556,0,0.3837495891869393
TXN-0036,Madinah Goods,Operations,Net 90,2023-09-28,2023-12-27,2024-01-04,3726.87,3726.87,Normal,0,8,98,1.0,-0.7866900904936006,-0.2858854580457003,3,8.223592303952831,0,0.43052394725151416
TXN-0398,Riyadh Logistics,Finance,Immediate,2023-10-01,2023-10-01,2023-09-28,29234.3,29234.3,Normal,0,-3,-3,1.0,1.4105236101923064,0.2453509820867504,7,10.283132162229773,0,0.4577937144247927
TXN-0454,SABIC Materials,IT,Net 60,2023-10-01,2023-11-30,2023-11-26,14812.66,14812.66,Normal,0,-4,56,1.0,0.0880708304126976,-0.0550046670112479,7,9.603305007047531,0,0.3992680865929985
TXN-0015,SABIC Materials,IT,Net 60,2023-10-01,2023-11-30,2023-12-02,2490.07,2490.07,Normal,0,2,62,1.0,-0.7750161984660988,-0.3116439617113308,7,7.820467616031541,0,0.43192350294327736
TXN-0352,SABIC Materials,Logistics,Immediate,2023-10-02,2023-10-02,2023-09-27,32218.14,32218.14,Normal,0,-5,-5,1.0,1.307168765133346,0.3074946217840783,7,10.380315964878776,0,0.47060779089839316
TXN-0486,Aramco Services,Procurement,Net 60,2023-10-03,2023-12-02,2023-12-09,3172.25,3172.25,Normal,0,7,67,1.0,-1.148543847094878,-0.2974363808327572,5,8.062511578268287,0,0.438863770891819
TXN-0120,Noor Packaging,Logistics,Net 15,2023-10-03,2023-10-18,2023-10-20,18061.65,18061.65,Normal,0,2,17,1.0,0.0232626941371965,0.0126611810034651,4,9.801601549318576,0,0.37170727948102045
TXN-0043,Noor Packaging,Logistics,Net 60,2023-10-04,2023-12-03,2023-12-02,9022.54,9022.54,Normal,0,-1,59,1.0,-0.2962075400386523,-0.1755939516526134,4,9.107591997261256,0,0.36865485992136376
TXN-0494,Eastern Retail Ltd,Logistics,Net 60,2023-10-04,2023-12-03,2023-12-04,4968.99,4968.99,Normal,0,1,61,1.0,-0.2222880197967426,-0.260016156159257,4,8.511173107016216,0,0.37100039007263497
TXN-0031,Riyadh Logistics,Finance,Net 60,2023-10-04,2023-12-03,2023-11-28,6115.82,6115.82,Normal,0,-5,55,1.0,-0.6682233193154375,-0.2361314336828217,7,8.718797632620298,0,0.41209643364915083
TXN-0385,Aramco Services,Procurement,Immediate,2023-10-05,2023-10-05,2023-10-09,5392.12,5392.12,Normal,0,4,4,1.0,-0.874938743722015,-0.2512037405253322,5,8.592879346155872,0,0.39912918985636514
TXN-0439,Jeddah Wholesale,IT,Net 90,2023-10-07,2024-01-05,2024-01-11,2533.34,2533.34,Normal,0,6,96,1.0,-0.7381394153437031,-0.310742788964232,4,7.837688527097443,0,0.43666307533922266
TXN-0360,Riyadh Logistics,Procurement,Net 90,2023-10-07,2024-01-05,2024-01-10,5106.22,5106.22,Normal,0,5,95,1.0,-0.7590036344586051,-0.2571581035573533,7,8.538410503847867,0,0.4315249563955433
TXN-0451,SABIC Materials,Operations,Net 30,2023-10-09,2023-11-08,2023-11-08,9413.09,9413.09,Normal,0,0,30,1.0,-0.2901206722278254,-0.1674600709875002,7,9.149962782144836,0,0.3741018397878393
TXN-0074,Noor Packaging,Operations,Net 15,2023-10-10,2023-10-25,2023-11-02,34603.67,34603.67,Normal,0,8,23,1.0,0.6079090811312231,0.3571774187192915,4,10.451743923036302,0,0.41150870404124196
TXN-0198,Jeddah Wholesale,Operations,Net 15,2023-10-10,2023-10-25,2023-10-24,11192.29,11192.29,Normal,0,-1,14,1.0,-0.2564674294012803,-0.1304051472149501,4,9.323069770603931,0,0.3656953141816536
TXN-0171,Riyadh Logistics,Operations,Net 60,2023-10-10,2023-12-09,2023-12-06,4858.03,4858.03,Normal,0,-3,57,1.0,-0.7813201622075977,-0.2623270904790649,7,8.488594108496743,0,0.4110651590754867
TXN-0339,Al-Rajhi Supplies,Logistics,Net 90,2023-10-11,2024-01-09,2024-01-07,13771.34,13771.34,Normal,0,-2,88,1.0,-0.1603713244134381,-0.0766919608640086,1,9.530417511925968,0,0.45968981741146575
TXN-0160,Noor Packaging,Procurement,Net 30,2023-10-11,2023-11-10,2023-11-14,16734.75,16734.75,Normal,0,4,34,1.0,-0.0236340748730195,-0.0149738113266814,4,9.72530242889457,0,0.364804859743896
TXN-0150,Gulf Trading Co.,Logistics,Net 15,2023-10-12,2023-10-27,2023-10-29,12551.4,12551.4,Normal,0,2,17,1.0,-0.1558181842527435,-0.1020993258072891,2,9.4376671613366,0,0.3858229256691135
TXN-0107,Madinah Goods,Logistics,Net 30,2023-10-13,2023-11-12,2023-11-14,44754.56,44754.56,Normal,0,2,32,1.0,2.6427448804030647,0.568587296851902,5,10.708970961795186,0,0.477150722080543
TXN-0166,SABIC Materials,Operations,Net 30,2023-10-13,2023-11-12,2023-11-20,13769.69,13769.69,Normal,0,8,38,1.0,0.0150201260956897,-0.0767263249738471,7,9.530297699399751,0,0.3828211682242253
TXN-0423,Eastern Retail Ltd,Finance,Net 90,2023-10-13,2024-01-11,2024-01-17,8109.8,8109.8,Normal,0,6,96,1.0,-0.1967904235337459,-0.1946033441459572,4,9.000951785894308,0,0.38861037928045
TXN-0321,SABIC Materials,Finance,Net 30,2023-10-13,2023-11-12,2023-11-19,10695.7,10695.7,Normal,0,7,37,1.0,-0.2002853328949227,-0.1407474946723527,7,9.277690561666525,0,0.3730627196358603
TXN-0295,Madinah Goods,Operations,Immediate,2023-10-14,2023-10-14,2023-10-20,13168.89,13168.89,Normal,0,6,6,1.0,0.0025523353876939,-0.0892390263017181,5,9.485688442386577,0,0.37430873664587705
TXN-0479,Jeddah Wholesale,IT,Net 30,2023-10-14,2023-11-13,2023-11-22,116204.24,116204.24,Normal,0,9,39,1.0,5.5850392780154845,2.056650721971672,4,11.663113217047586,1,0.630459291415888
TXN-0004,Madinah Goods,IT,Net 30,2023-10-15,2023-11-14,2023-11-15,33470.64,33470.64,Normal,0,1,31,1.0,1.6995411597743797,0.3335801051615057,5,10.41845379210863,0,0.4313657376890439
TXN-0217,Gulf Trading Co.,IT,Net 15,2023-10-17,2023-11-01,2023-11-01,5333.38,5333.38,Normal,0,0,15,1.0,-0.2553346714307252,-0.2524271028355836,2,8.581927943299297,0,0.3960944992176714
TXN-0096,Eastern Retail Ltd,Operations,Immediate,2023-10-19,2023-10-19,2023-10-23,3069.25,3069.25,Normal,0,4,4,1.0,-0.2377104119582122,-0.2995815343560107,4,8.029514270490493,0,0.4003594501502173
TXN-0204,Aramco Services,Operations,Net 60,2023-10-20,2023-12-19,2023-12-26,22995.22,22995.22,Normal,0,7,67,1.0,1.294691908155277,0.1154113272919879,5,10.043085133578616,0,0.4077840949302367
TXN-0434,Riyadh Logistics,Operations,Net 30,2023-10-21,2023-11-20,2023-11-18,17571.5,17571.5,Normal,0,-2,28,1.0,0.361838329435833,0.0024529577080989,7,9.77409045905006,0,0.3975373878067424
TXN-0225,Eastern Retail Ltd,IT,Net 90,2023-10-22,2024-01-20,2024-01-24,6784.9,6784.9,Normal,0,4,94,1.0,-0.2075461729387861,-0.2221966830096328,4,8.822602209013963,0,0.3878915348460566
TXN-0297,Jeddah Wholesale,Procurement,Net 90,2023-10-22,2024-01-20,2024-01-28,20326.48,20326.48,Normal,0,8,98,1.0,0.2516407635407527,0.0598301912371569,4,9.919728944192688,0,0.4167515294177242
TXN-0135,Riyadh Logistics,Finance,Net 30,2023-10-24,2023-11-23,2023-11-18,4743.17,4743.17,Normal,0,-5,25,1.0,-0.7916480415631287,-0.264719249058491,7,8.46467177477413,0,0.41699114754731526
TXN-0399,Madinah Goods,Operations,Immediate,2023-10-25,2023-10-25,2023-10-24,9030.55,9030.55,Normal,0,-1,-1,1.0,-0.3433644812173965,-0.1754271295193973,5,9.108479281736216,0,0.38589206649198765
TXN-0219,KSA Office Depot,Operations,Net 15,2023-10-26,2023-11-10,2023-11-09,6712.38,6712.38,Normal,0,-1,14,1.0,-0.5082145128313442,-0.2237070377038691,1,8.8118578289209,0,0.44141520360274367
TXN-0076,Madinah Goods,Procurement,Net 90,2023-10-26,2024-01-24,2024-01-23,19101.5,19101.5,Normal,0,-1,89,1.0,0.4984491358824639,0.0343178595583696,5,9.85757449552172,0,0.4137288111520018
TXN-0057,Aramco Services,Procurement,Net 30,2023-10-27,2023-11-26,2023-12-06,5057.49,5057.49,Normal,0,10,40,1.0,-0.916182814654845,-0.2581729902679178,5,8.528823298773377,0,0.4029743649789292
TXN-0273,Riyadh Logistics,IT,Net 30,2023-10-28,2023-11-27,2023-12-02,25097.69,25097.69,Normal,0,5,35,1.0,1.0385715901602357,0.1591989091175686,7,10.130570932522806,0,0.40646889788772433
TXN-0245,Aramco Services,IT,Net 15,2023-10-28,2023-11-12,2023-11-11,3788.64,3788.64,Normal,0,-1,14,1.0,-1.0725720786273556,-0.2845989907337452,5,8.240026306757551,0,0.412105181792492
